z,x,y,before_feature_coordinate_count,before_overflow,before_coordinate_count,before_tile_bytes,after_feature_coordinate_count,after_overflow,after_coordinate_count,after_coordinate_count_unbounded,after_truncated,after_feature_count,after_tile_bytes,after_seconds
7,104,57,0,0,0,0,0,0,0,0,False,0,0,0.004
7,105,41,0,0,0,0,0,0,0,0,False,0,0,0.004
7,105,42,0,0,0,0,0,0,0,0,False,0,0,0.004
7,105,43,0,0,0,0,0,0,0,0,False,0,0,0.004
7,105,44,0,0,0,0,0,0,0,0,False,0,0,0.004
7,105,45,0,0,0,0,0,0,0,0,False,0,0,0.004
7,105,46,905,0,1359,3463,1278,0,2637,2637,False,4,6170,0.055
7,105,47,3145,0,11311,29996,7839,0,22695,22695,False,12,56963,0.388
7,105,48,6470,0,21527,58034,12520,0,42008,42008,False,15,107796,0.692
7,105,49,4830,0,21717,59893,11080,0,45418,45418,False,15,118336,0.740
7,105,50,4906,0,11824,30138,11842,0,28673,28673,False,13,67601,0.576
7,105,51,7857,0,17870,44010,19528,0,38199,38199,False,10,87523,0.749
7,105,52,1712,0,4904,12575,3181,0,10956,10956,False,16,25646,0.199
7,105,53,8938,0,16132,38865,15358,0,31490,31490,False,5,70949,0.621
7,105,54,2535,0,5074,12276,5362,0,10436,10436,False,5,23509,0.196
7,105,55,0,0,0,0,0,0,0,0,False,0,0,0.004
7,105,56,0,0,0,0,0,0,0,0,False,0,0,0.004
7,105,57,0,0,0,0,0,0,0,0,False,0,0,0.004
7,106,41,0,0,0,0,0,0,0,0,False,0,0,0.004
7,106,42,0,0,0,0,0,0,0,0,False,0,0,0.004
7,106,43,0,0,0,0,0,0,0,0,False,0,0,0.004
7,106,44,382,0,510,1413,811,0,1321,1321,False,3,3146,0.029
7,106,45,2648,0,4811,11520,4672,0,9623,9623,False,6,21541,0.180
7,106,46,7293,0,13926,32560,14783,0,28741,28741,False,7,64092,0.522
7,106,47,4045,0,12527,30026,9558,0,26409,26409,False,13,59698,0.497
7,106,48,4837,0,10243,27232,7720,0,20948,20948,False,11,52571,0.354
7,106,49,158,0,327,1281,583,0,910,910,False,4,2765,0.020
7,106,50,2657,0,5032,12523,5670,0,10702,10702,False,5,24366,0.217
7,106,51,1166,0,3660,9744,2896,0,8483,8483,False,10,20086,0.178
7,106,52,428,0,1304,3764,1046,0,2687,2687,False,8,6850,0.051
7,106,53,462,0,694,1916,818,0,1520,1520,False,4,3829,0.033
7,106,54,0,0,0,0,0,0,0,0,False,0,0,0.004
7,106,55,0,0,0,0,0,0,0,0,False,0,0,0.004
7,106,56,0,0,0,0,0,0,0,0,False,0,0,0.004
7,106,57,0,0,0,0,0,0,0,0,False,0,0,0.004
7,107,41,0,0,0,0,0,0,0,0,False,0,0,0.004
7,107,42,1008,0,1547,3869,1653,0,3200,3200,False,4,7326,0.061
7,107,43,3385,0,8097,18727,7339,0,15436,15436,False,5,33986,0.279
7,107,44,6915,0,13317,30832,13620,0,26937,26937,False,5,59434,0.490
7,107,45,8921,0,18316,42319,17506,0,35906,35906,False,7,79417,0.648
7,107,46,10186,0,26778,61910,19112,0,52381,52381,False,10,117363,0.919
7,107,47,9427,0,19427,45868,17249,0,39140,39140,False,10,88056,0.723
7,107,48,2703,0,5579,13997,5148,0,12848,12848,False,15,29475,0.250
7,107,49,0,0,0,0,0,0,0,0,False,0,0,0.004
7,107,50,0,0,0,0,0,0,0,0,False,0,0,0.004
7,107,51,0,0,0,0,0,0,0,0,False,0,0,0.004
7,107,52,0,0,0,0,0,0,0,0,False,0,0,0.004
7,107,53,0,0,0,0,0,0,0,0,False,0,0,0.004
7,107,54,0,0,0,0,0,0,0,0,False,0,0,0.004
7,107,55,0,0,0,0,0,0,0,0,False,0,0,0.004
7,107,56,0,0,0,0,0,0,0,0,False,0,0,0.004
7,107,57,0,0,0,0,0,0,0,0,False,0,0,0.004
7,108,41,0,0,0,0,0,0,0,0,False,0,0,0.004
7,108,42,2642,0,4997,11627,4052,0,9049,9049,False,4,20075,0.160
7,108,43,6290,0,14569,33498,11819,0,26388,26388,False,5,58136,0.496
7,108,44,7980,0,16975,39524,15608,0,33584,33584,False,9,74748,0.621
7,108,45,5435,0,20081,47260,11082,0,39301,39301,False,13,87693,0.709
7,108,46,4099,0,15294,36144,9136,0,33389,33389,False,16,74561,0.592
7,108,47,2906,0,12887,31151,5920,0,25047,25047,False,14,56312,0.499
7,108,48,2994,0,6198,15188,4157,0,10980,10980,False,10,25271,0.222
7,108,49,0,0,0,0,0,0,0,0,False,0,0,0.004
7,108,50,0,0,0,0,0,0,0,0,False,0,0,0.004
7,108,51,0,0,0,0,0,0,0,0,False,0,0,0.004
7,108,52,0,0,0,0,0,0,0,0,False,0,0,0.004
7,108,53,0,0,0,0,0,0,0,0,False,0,0,0.004
7,108,54,0,0,0,0,0,0,0,0,False,0,0,0.004
7,108,55,0,0,0,0,0,0,0,0,False,0,0,0.004
7,108,56,0,0,0,0,0,0,0,0,False,0,0,0.004
7,108,57,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,41,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,42,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,43,202,0,402,1191,524,0,926,926,False,3,2342,0.020
7,109,44,5266,0,11770,27410,7822,0,22665,22665,False,8,50176,0.399
7,109,45,8022,0,14343,33331,15300,0,29643,29643,False,5,65692,0.557
7,109,46,4816,0,11295,27231,10232,0,23898,23898,False,9,53889,0.463
7,109,47,3190,0,11034,26340,5334,0,19943,19943,False,11,45391,0.403
7,109,48,940,0,2045,5161,1410,0,3455,3455,False,4,7985,0.076
7,109,49,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,50,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,51,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,52,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,53,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,54,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,55,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,56,0,0,0,0,0,0,0,0,False,0,0,0.004
7,109,57,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,41,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,42,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,43,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,44,4245,0,7653,17703,6587,0,14240,14240,False,5,31646,0.262
7,110,45,4850,0,9206,21694,9064,0,18270,18270,False,5,40759,0.357
7,110,46,874,0,1674,4378,1478,0,3152,3152,False,5,7494,0.067
7,110,47,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,48,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,49,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,50,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,51,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,52,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,53,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,54,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,55,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,56,0,0,0,0,0,0,0,0,False,0,0,0.004
7,110,57,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,41,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,42,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,43,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,44,160,0,292,1050,261,0,553,553,False,4,1671,0.015
7,111,45,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,46,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,47,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,48,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,49,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,50,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,51,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,52,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,53,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,54,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,55,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,56,0,0,0,0,0,0,0,0,False,0,0,0.004
7,111,57,0,0,0,0,0,0,0,0,False,0,0,0.004
9,404,208,,,,,50,0,18090,18090,False,836,78041,0.206
9,404,209,,,,,57,0,24690,24690,False,728,75761,0.126
9,405,208,,,,,27,0,20640,20640,False,986,91351,0.104
9,405,209,,,,,28,0,22592,22592,False,1078,100705,0.114
9,412,196,,,,,38,0,14604,14604,False,546,59358,0.074
9,428,185,,,,,62,0,22788,22788,False,506,60959,0.122
9,429,185,,,,,57,0,23500,23500,False,498,62326,0.127
9,430,186,,,,,63,0,23924,23924,False,522,64235,0.130
